compound_id	smiles	series	batch_id	source_id	synonyms	spark_achaogen_lpxc_pic50	spark_achaogen_lpxc_ic50_um	spark_achaogen_primary_mic_pseudomonas_aeruginosa_pmic	spark_achaogen_primary_mic_pseudomonas_aeruginosa_mic_um	spark_achaogen_primary_mic_escherichia_coli_pmic	spark_achaogen_primary_mic_escherichia_coli_mic_um	spark_achaogen_primary_mic_klebsiella_pneumoniae_pmic	spark_achaogen_primary_mic_klebsiella_pneumoniae_mic_um	spark_achaogen_primary_mic_staphylococcus_aureus_pmic	spark_achaogen_primary_mic_staphylococcus_aureus_mic_um	spark_achaogen_primary_mic_acinetobacter_baumannii_pmic	spark_achaogen_primary_mic_acinetobacter_baumannii_mic_um	spark_achaogen_primary_mic_yersinia_enterocolitica_pmic	spark_achaogen_primary_mic_yersinia_enterocolitica_mic_um	spark_achaogen_primary_mic_burkholderia_thailandensis_pmic	spark_achaogen_primary_mic_burkholderia_thailandensis_mic_um	spark_achaogen_lpxc_mic_acinetobacter_baumannii_pmic	spark_achaogen_lpxc_mic_acinetobacter_baumannii_mic_um	spark_achaogen_lpxc_mic_escherichia_coli_pmic	spark_achaogen_lpxc_mic_escherichia_coli_mic_um	spark_achaogen_lpxc_mic_burkholderia_cepacia_pmic	spark_achaogen_lpxc_mic_burkholderia_cepacia_mic_um	spark_achaogen_lpxc_mic_pseudomonas_aeruginosa_pmic	spark_achaogen_lpxc_mic_pseudomonas_aeruginosa_mic_um	spark_achaogen_lpxc_mic_klebsiella_pneumoniae_pmic	spark_achaogen_lpxc_mic_klebsiella_pneumoniae_mic_um	spark_achaogen_lpxc_mic_klebsiella_oxytoca_pmic	spark_achaogen_lpxc_mic_klebsiella_oxytoca_mic_um	spark_achaogen_lpxc_mic_achromobacter_spp_pmic	spark_achaogen_lpxc_mic_achromobacter_spp_mic_um	spark_achaogen_lpxc_mic_achromobacter_xylosoxidans_pmic	spark_achaogen_lpxc_mic_achromobacter_xylosoxidans_mic_um	spark_achaogen_lpxc_mic_ralstonia_mannitolytica_pmic	spark_achaogen_lpxc_mic_ralstonia_mannitolytica_mic_um	spark_achaogen_lpxc_mic_stenotrophomonas_spp_pmic	spark_achaogen_lpxc_mic_stenotrophomonas_spp_mic_um	spark_achaogen_lpxc_mic_stenotrophomonas_maltophilia_pmic	spark_achaogen_lpxc_mic_stenotrophomonas_maltophilia_mic_um	spark_achaogen_protein_binding_human_fraction_free_pct	spark_achaogen_protein_binding_rat_fraction_free_pct	spark_achaogen_protein_binding_mouse_fraction_free_pct	spark_achaogen_protein_binding_dog_fraction_free_pct	spark_achaogen_protein_binding_nhp_fraction_free_pct	spark_achaogen_cytotox_ic50_um	spark_achaogen_cytotox_r_squared	spark_achaogen_mic_population_mic50_ug_ml	spark_achaogen_mic_population_mic90_ug_ml	spark_achaogen_mic_population_min_mic_ug_ml	spark_achaogen_mic_population_max_mic_ug_ml	spark_achaogen_pae_clinical_isolate_mic5_ug_ml	spark_achaogen_pk_rat_iv_auc_0_inf_hr_ug_ml	spark_achaogen_pk_rat_iv_auc_0_t_hr_ug_ml	spark_achaogen_pk_rat_iv_cmax_ug_ml	spark_achaogen_pk_rat_iv_c0_ug_ml	spark_achaogen_pk_rat_iv_cl_l_hr_kg	spark_achaogen_pk_rat_iv_vss_l_kg	spark_achaogen_pk_rat_iv_free_auc_0_t_hr_ug_ml	spark_achaogen_pk_rat_iv_free_cmax_ug_ml	spark_achaogen_pk_rat_iv_free_cl_l_hr_kg
SPK-0124357	C[C@H](O)[C@H](NC(=O)C1=CC=C(C=C1)C#C\\C=C\\C1=CC=C(CNC2CC2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124357-001	1	C000002903			5.45	3.46	5.75	1.73	5.6	2.31	3.8	148	4.4	36.9	5.3	4.61			3.8	148	5.3	4.61																																							
SPK-0124356	C[C@@H](O)[C@H](NC(=O)C1=CC=C(C=C1)C#C\\C=C\\C1=CC=C(CO)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124356-001	1	C000002899			5.9	1.27	6.7	0.26205	6.3	0.448	4.4	40.6	4.7	20.3	5.9	1.27			4.4	40.6	5.9	1.27																																							
SPK-0124355	NC[C@H](NC(=O)C1=CC=C(C=C1)C#C\\C=C\\C1=CC=C(CNC2CC2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124355-001	1	C000002897			5.6	2.39	5.45	3.585	5	9.56	3.8	153	4.1	76.5	4.7	19.1			3.8	153	4.4	38.2																																							
SPK-0124354	C[C@@H](N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CNS(C)(=O)=O)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124354-001	1	C000002890			5.6	2.25	5	9	5	9	3.8	144	4.4	36	4.1	72			3.8	144	5	9																																							
SPK-0124353	C[C@@H](N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124353-001	1	C000002889			5.3	5.46	4.1	87.3	4.1	87.3	3.8	175	3.5	349	4.1	87.3			3.8	175	4.1	87.3																																							
SPK-0124352	CNC(=O)NC[C@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCOCC2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124352-001	1	C000002758			5.1	8.34	5.25	6.255	5.4	4.17	3.9	133	3.9	133	4.2	66.7			3.9	133	5.7	2.09																																							
SPK-0124351	CC(C)(O)[C@H](NC(=O)C1=CC=C(C=C1)C#C\\C=C\\C1=CC=C(CN2CCOCC2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124351-001	2	C000002754			5.7	2.09	6.45	0.3925	6.35	0.4465	4.2	83.75	5.7	2.09	6.05	0.895			4.2	83.75	6	1.05																																							
SPK-0124350	CO[C@H](C)[C@H](NC(=O)C1=CC=C(C=C1)C#C\\C=C\\C1=CC=C(CN2CCOCC2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124350-001	1	C000002753			5.4	4.19	6.3	0.656	6.1	0.74	3.9	134	5.2	5.92	5.8	1.48			3.9	134	5.7	2.09																																							
SPK-0124349	ONC(=O)C(NC(=O)C1=CC=C(\\C=C\\C#CC2=CC=C(CN3CCOCC3)C=C2)C=C1)C(F)(F)F	LpxC inhibitors	SPK-0124349-001	1	C000002748			5.4	4.1	6.45	0.4515	6.6	0.251	3.9	131	5.8	1.45	6.1	0.725			4.5	32.8	6.15	0.7715																																							
SPK-0124348	C[C@@H](N)[C@H](NC(=O)C1=CC=C(\\C=C\\C#CC2=CC=C(CO)C=C2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124348-001	1	C000002731			5.9	1.27	5.45	3.81	5.3	5.08	3.8	163	5	10.2	4.1	81.3			3.8	163	5.6	2.54																																							
SPK-0124347	C[C@@H](NC(=O)CN(C)C)[C@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCOCC2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124347-001	1	C000002729			5.55	2.875	4.8	19.185	4.5	30.7	3.9	123	3.9	123	3.9	123			3.9	123	4.8	15.3																																							
SPK-0124346	ONC(=O)CC(=O)NC[C@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCOCC2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124346-001	1	C000002726			3.9	122	3.9	122	3.9	122	3.9	122	3.9	122	3.9	122			3.9	122	3.9	122																																							
SPK-0124345	C[C@H](O)[C@H](NC(=O)C1=CC=C(\\C=C\\C#CC2=CC=C(CN3CCOCC3)C=C2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124345-001	1	C000002725			5.4	4.31	5.85	1.62	5.7	2.16	3.9	138	5.1	8.63	5.1	8.63			3.9	138	5.4	4.31																																							
SPK-0124344	[H][C@](C)(O)[C@]([H])(NC(=O)C1=CC=C(C=C1)C#CC#C)C(=O)NO	LpxC inhibitors	SPK-0124344-001	1	C000002704			5.35	5.24	4.6	27.9	4.6	27.9	4.6	27.9	4.6	27.9	4.6	27.9			4.6	27.9	4.6	27.9																																							
SPK-0124343	C[C@@H](O)[C@H](NC(=O)C1=CC=C(OCCC=C)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124343-001	1	C000002659			3.7	208	3.7	208	3.7	208	3.7	208	4	104	3.7	208			3.7	208	4.3	51.9																																							
SPK-0124342	NC[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1=CC=CC=C1)C(=O)NO	LpxC inhibitors	SPK-0124342-001	1	C000002655			4.9	11.5	5.8	1.44	5.5	2.88	4.6	23	4.6	23	5.2	5.76			3.85	138.05	5.65	2.16																																							
SPK-0124341	[H][C@](C)(O)[C@H](NCC1=CC=C(\\C=C\\C2=CC=CC=C2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124341-001	1	C000002650			4.3	49	4.3	49	4.15	73.5	4.3	49	4.9	12.3	4.3	49			4.3	49	4.3	49																																							
SPK-0124340	NC[C@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(NC(=O)NC2CC2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124340-001	1	C000002643			4.55	28.5	4.1	75.9	4.4	38	3.8	152	3.8	152	3.8	152			3.8	152	4.1	75.9																																							
SPK-0124339	ONC(=O)[C@H](CNC(=O)CNC1CCC1)NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCOCC2)C=C1	LpxC inhibitors	SPK-0124339-001	1	C000002642			5.4	3.75	5.7	1.87	5.7	1.87	3.9	120	3.9	120	4.5	30	4.5	30	3.9	120	5.4	3.75	3.9	120	4.8	15																																			
SPK-0124338	NC[C@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CNC(=O)CCC(O)=O)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124338-001	1	C000002627			3.8	141	3.8	141	3.8	141	3.8	141	3.8	141	3.8	141			3.8	141	3.8	141																																							
SPK-0124337	CC(C)[C@H](NC(=O)C1=CC=C(\\C=C\\C#CC2=CC=C(CN3CCOCC3)C=C2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124337-001	2	C000002625			4.8	17.3	5.45	4.15	5.45	3.695	3.75	208	4.7	20.9	5.15	7.4			4.25	59.15	5.25	6.5																																							
SPK-0124336	ONC(=O)[C@@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCOCC2)C=C1)C1CCCC1	LpxC inhibitors	SPK-0124336-001	1	C000002578			4.65	26	5.6	2.93	5.4	5.42	3.9	139	4.5	34.7	5.4	4.33	4.8	17.3			5.7	2.17																																							
SPK-0124335	ONC(=O)C(CC1=CNC2=NC=CC=C12)NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCOCC2)C=C1	LpxC inhibitors	SPK-0124335-001	1	C000002573			3.9	122	4.35	45.85	4.5	30.6	3.9	122	3.9	122							4.5	30.6																																							
SPK-0124334	ONC(=O)[C@H](CN1C=NC=N1)NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCOCC2)C=C1	LpxC inhibitors	SPK-0124334-001	1	C000002551			5.1	8.43	5.55	3.16	5.4	4.21	3.9	135	3.9	135							5.4	4.21																																							
SPK-0124333	ONC(=O)[C@@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCOCC2)C=C1)C1CCNCC1	LpxC inhibitors	SPK-0124333-001	1	C000002545			4.35	50.35	4.35	50.35	4.5	33.6	3.6	269	4.2	67.1							4.2	67.1																																							
SPK-0124332	C[C@@H](O)[C@@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCOCC2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124332-001	1	C000002533			4.1	73.1	4.85	13.72	5	9.14	3.8	146	3.8	146							4.7	18.3																																							
SPK-0124331	ONC(=O)[C@H]1CCCN1C(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCOCC2)C=C1	LpxC inhibitors	SPK-0124331-001	1	C000002522			3.8	148	3.8	148	3.8	148	3.8	148	3.8	148							3.8	148																																							
SPK-0124330	ONC(=O)[C@H](CNC(=O)C1CCNCC1)NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCOCC2)C=C1	LpxC inhibitors	SPK-0124330-001	1	C000002517			3.9	120	3.9	120	3.9	120	3.9	120	3.9	120							3.9	120																																							
SPK-0124329	NC[C@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCC(F)(F)CC2)C(F)=C1)C(=O)NO	LpxC inhibitors	SPK-0124329-001	1	C000002492			4.95	12.665	5.7	2.11	5.7	2.11	3.9	135	4.5	33.7							5.4	4.22																																							
SPK-0124328	CN(C)C[C@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCOCC2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124328-001	1	C000002485			4.95	13.34	5.25	6.66	5.4	4.44	3.8	142	4.1	88.75							5.1	8.88																																							
SPK-0124327	C[C@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCOCC2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124327-001	1	C000002445			4.4	39.3	5	12.255	5	9.82	3.8	157	3.8	157							5	9.82																																							
SPK-0124326	CC(C(NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCOCC2)C=C1)C(=O)NO)C1=CC=CC=C1	LpxC inhibitors	SPK-0124326-001	1	C000002430			3.9	129	4.95	12.07	5.1	8.04	3.9	129	3.9	129							4.5	32.2																																							
SPK-0124325	COC1CCN(CC2=CC=C(C=C2)C#CC2=CC=C(C=C2)C(=O)N[C@@H](CN)C(=O)NO)CC1	LpxC inhibitors	SPK-0124325-001	1	C000002413			5.45	3.79	5.4	4.44	5.1	8.88	3.8	142	4.35	48.05							5.1	8.88																																							
SPK-0124324	CC1CCN(CC2=CC=C(C=C2)C#CC2=CC=C(C=C2)C(=O)N[C@@H](CN)C(=O)NO)CC1	LpxC inhibitors	SPK-0124324-001	1	C000002412			5.1	7.86	5	9.21	5	9.21	4.4	36.8	4.4	46							4.7	18.4																																							
SPK-0124323	NC[C@H](NC(=O)C1=CN=C(C=C1)C#CC1=CC=C(CN2CCOCC2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124323-001	1	C000002389			4.4	37.8	4.1	75.6	4.1	75.6	4.1	75.6	4.1	75.6							4.1	75.6																																							
SPK-0124322	NC[C@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCCC(C2)C(F)(F)F)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124322-001	1	C000002383			4.5	32.8	5.1	8.19	4.9	11.6	4.3	46.3	4.3	46.3							5.1	8.19																																							
SPK-0124321	NC[C@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCC(F)(F)CC2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124321-001	1	C000002382			5.1	8.76	5.85	1.645	5.7	2.19	3.9	140	4.15	74.35							5.2	6.2																																							
SPK-0124320	NC[C@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCC3(CC2)OCCO3)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124320-001	1	C000002379			5.1	8.36	5.4	4.18	5.3	5.27	3.9	134	4.25	57.1							5.1	8.36																																							
SPK-0124319	C[C@@H](O)[C@H](NC(=O)C1=CC=C(C=C1)C#CC1=C(C)C=C(CN2CCOCC2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124319-001	1	C000002340			5.1	8.86	5.7	2.77	5.7	2.21	3.8	142	4.95	13.28							5.7	2.21																																							
SPK-0124318	C[C@@H](O)[C@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCOCC2)C(=C1)S(C)(=O)=O)C(=O)NO	LpxC inhibitors	SPK-0124318-001	1	C000002338			4.4	43.9	4.45	42	4.5	31	3.9	124	3.9	124							4.5	31																																							
SPK-0124317	C[C@@H](O)[C@H](NC(=O)C1=CC=C(CC2=CC=C(CN3CCOCC3)C=C2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124317-001	1	C000002283			3.8	150	3.8	150	3.8	150	3.8	150	3.65	224.5							3.8	150																																							
SPK-0124316	C[C@@H](O)[C@H](NC(=O)C1=CC=C(CN2CCOCC2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124316-001	1	C000002213			3.7	190	3.7	190	3.7	190	3.7	190	3.7	190							3.7	190																																							
SPK-0124315	C[C@@H](O)[C@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2C(C)CCCC2C)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124315-001	1	C000002208			4.8	17.3	5.1	8.63	5.1	8.63	3.9	138	4.2	69							5.85	1.62																																							
SPK-0124314	CCCCCCC1=CC=C(C=C1)C(=O)N[C@@H]([C@@H](C)O)C(=O)NO	LpxC inhibitors	SPK-0124314-001	1	C000002198			4	99.3	4	99.3	4	99.3	4	99.3	5.65	2.325					4.3	49.6	4.45	37.2					4.3	49.6																																	
SPK-0124313	CCCC1=CC=C(C=C1)C(=O)N[C@@H]([C@@H](C)O)C(=O)NO	LpxC inhibitors	SPK-0124313-001	1	C000002196			4.5	28.5	3.6	228	3.6	228	3.6	228	3.85	137.5	3.6	228			3.6	228	3.6	228					3.6	228																																	
SPK-0124312	CC[C@@H]1CN(CC2=CC=C(C=C2)C#CC2=CC=C(C=C2)C(=O)N[C@@H]([C@@H](C)O)C(=O)NO)C[C@@H](O1)N(C)C	LpxC inhibitors	SPK-0124312-001	1	C000002190			4.5	31.5	4.5	31.5	4.5	31.5	3.9	126	3.9	126							5.4	8.3415					6.3	0.492																																	
SPK-0124311	C[C@@H](O)[C@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCC(CC2)(N2CCCCC2)C(N)=O)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124311-001	1	C000002187			4.5	28.5	4.5	28.5	4.2	57	3.9	114	4.65	21.35							5.45	7.545					6.1	0.89																																	
SPK-0124310	C[C@@H](O)[C@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCCC(CO)C2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124310-001	1	C000002159			5.4	4.3	5.1	8.59			3.6	275	4.05	102.85							5.85	2.4185					6.6	0.268																																	
SPK-0124309	COC(=O)C1CCN(CC2=CC=C(C=C2)C#CC2=CC=C(C=C2)C(=O)N[C@@H]([C@@H](C)O)C(=O)NO)CC1	LpxC inhibitors	SPK-0124309-001	1	C000002148			5.7	2.03	6	1.01			3.6	259	4.8	16.2							6.75	0.1875					6.9	0.122																																	
SPK-0124308	C[C@@H](O)[C@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCCCC2CCO)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124308-001	1	C000002141			4.8	16.7	4.35	50.05			3.9	133	3.9	133							5.1	17.745					5.7	2.09																																	
SPK-0124307	C[C@@H](O)[C@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCC(CC2)C(O)=O)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124307-001	1	C000002139			4.5	33.4	3.9	133			3.9	133	3.9	133							4.65	68.585					5.4	4.17																																	
SPK-0124306	C[C@@H](O)[C@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCCC3CCCCC23)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124306-001	1	C000002131			4.2	65.4	4.95	12.235			3.9	131	4.05	98.2							5.7	2.55					6	1.02																																	
SPK-0124305	C[C@@H](O)[C@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCC(CC2)C(N)=O)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124305-001	1	C000002130			5.4	4.18	5.1	8.36	5.1	8.36	3.9	134	4.25	57.1							5.4	4.18					6.3	0.522																																	
SPK-0124304	C[C@@H](O)[C@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCCC(C2)C(N)=O)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124304-001	1	C000002126			5.1	8.36	4.8	16.7			4.2	66.9	4.5	33.4							5.85	2.351					6	1.04																																	
SPK-0124303	COC1CCN(CC2=CC=C(C=C2)C#CC2=CC=C(C=C2)C(=O)N[C@H]([C@H](C)O)C(=O)NO)CC1	LpxC inhibitors	SPK-0124303-001	1	C000002007			3.9	137	3.9	137			3.9	137			3.9	137	3.9	137	3.9	137	3.9	137	3.9	137			3.9	137																																	
SPK-0124302	C[C@H](O)[C@@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCN(C)CC2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124302-001	1	C000001991			3.8	142	3.8	142			3.8	142			3.5	284	3.8	142	3.8	142	3.8	142	3.8	142			3.8	142																																	
SPK-0124301	ONC(=O)[C@@H](CC1=CC=CC=C1)NS(=O)(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCOCC2)C=C1	LpxC inhibitors	SPK-0124301-001	1	C000001986			3.9	123	4.95	17.325			3.9	123			5.1	7.7	3.9	123	3.9	123	6.9	0.115	4.2	61.6			6.9	0.115																																	
SPK-0124300	ONC(=O)[C@@H]1C[C@@H](O)CN1S(=O)(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCOCC2)C=C1	LpxC inhibitors	SPK-0124300-001	1	C000001979			3.9	132	3.9	132			3.9	132			3.6	264	3.9	132	3.9	132	4.5	33	3.9	132			4.8	16.5																																	
SPK-0124299	OC[C@H](NS(=O)(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCOCC2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124299-001	1	C000001971			3.9	139	3.9	139			3.9	139			3.6	279	3.9	139	3.9	139	4.8	17.4	3.9	139			4.8	17.4																																	
SPK-0124298	C[C@@H](O)[C@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCC(C2)N(C)C)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124298-001	1	C000001953			4.8	17.2	4.5	43.05			3.9	138			3.9	138	3.9	138	3.9	138	5.4	4.31	3.9	138			6	1.08																																	
SPK-0124297	C[C@@H](O)[C@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN(CCO)CCO)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124297-001	1	C000001948			5.4	4.39	4.5	35.1			3.9	141			4.2	70.3	3.9	141	3.9	141	5.4	4.39	3.6	281			6.6	0.274																																	
SPK-0124296	C[C@@H](O)[C@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCCC2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124296-001	1	C000001942			4.7	19	4.7	19	4.7	19	3.8	152	4.1	75.9	4.1	75.9	3.8	152	3.8	152	5.15	7.115	3.8	152			6.2	0.593																																	
SPK-0124295	C[C@@H](O)[C@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CNCCC2=CNC=N2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124295-001	1	C000001940			5.1	8.67	4.5	43.3			3.9	139			3.6	277	3.9	139	3.9	139	5.4	4.33	3.9	139			5.7	2.17																																	
SPK-0124294	ONC(=O)[C@H](COCC1=CC=CC=C1)NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCOCC2)C=C1	LpxC inhibitors	SPK-0124294-001	1	C000001938			4.2	62.3	4.8	15.6	5.1	7.79	3.9	125	4.2	62.3	3.6	249	3.9	125	3.9	125	5.4	3.89	3.9	125			6.3	0.487																																	
SPK-0124293	ONC(=O)[C@@H](CC1=CC=CC=C1)NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCOCC2)C=C1	LpxC inhibitors	SPK-0124293-001	1	C000001937			3.9	132	4.2	82.55			3.9	132			3.6	265	3.9	132	3.9	132	4.8	16.5	3.9	132			5.4	4.14																																	
SPK-0124292	NCCCC[C@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCOCC2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124292-001	1	C000001921			4.2	68.9	3.9	138			3.9	138			3.6	276	3.9	138	3.9	138	4.5	34.4	3.9	138			4.8	17.2																																	
SPK-0124290	CC(C)(N)[C@@H](NC(=O)C1=CC=C(C=C1)C#CC#C[C@@H]1C[C@H]1CO)C(=O)NO	LpxC inhibitors	SPK-0124290-002	1	C000018651			6.2	0.677																																																							
SPK-0124289	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#C[C@@H]1CC[C@H](CO)O1)C(=O)NO	LpxC inhibitors	SPK-0124289-001	1	C000010811	8.59	0.0026	5.9	1.25	5.6	2.5	5	10															5.6	2.5																						1	2	0.13	4										
SPK-0124285	COC1(CS(=O)(=O)C1)C(NC(=O)C1=CC=C(C=C1)C#C\\C=C\\CCO)C(=O)NO	LpxC inhibitors	SPK-0124285-001	1	C000050561	8.77	0.0017	4.6	26.8	5.2	6.69	4.6	26.8																																										14.9									
SPK-0124284	OCCC#CC#CC1=CC=C(C=C1)C(=O)N[C@H](C(=O)NO)C1(CS(=O)(=O)C1)C=C	LpxC inhibitors	SPK-0124284-001	1	C000050544	9.13	0.00074	5.3	4.8	5.6	2.4	4.9	13.6																															27.7	21.1										2.64	4.4	4.4	22	34	2.3	0.66	0.93	4.7	11
SPK-0124283	CC1(CS(=O)(=O)C1)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CCCO)C(=O)NO	LpxC inhibitors	SPK-0124283-001	1	C000050535	8.46	0.0035	5.3	4.95	5.4	3.92	4.5	31.4																															31.1	22.6		38.3	35							2.83	4.4	4.4	23	34	2.3	1	0.99	5.1	10
SPK-0124282	CN(C)CC1(CNC1)[C@H](NC(=O)C1=CC=C(C=C1)S(F)(F)(F)(F)F)C(=O)NO	LpxC inhibitors	SPK-0124282-001	1	C000050526	6	1	4.2	58.6	3.9	117	3.9	117																																										42.2									
SPK-0124281	COC1(CS(=O)(=O)C1)C(NC(=O)C1=CC=C(C=C1)C#CC)C(=O)NO	LpxC inhibitors	SPK-0124281-001	1	C000050524	8.52	0.003	4.7	21.8	4.4	43.7	3.8	175																																										9.85									
SPK-0124280	CC(C)N1CC(C1)C#CC#CC1=CC=C(C=C1)C(=O)N[C@H](C(=O)NO)C(C)(C)N	LpxC inhibitors	SPK-0124280-001	1	C000050514	7.7	0.02	5.7	1.96	5.7	1.96	5.4	3.92																															44.3	44.5										2	2.1	2.1	10	26	4.8	5.4	0.91	4.4	11
SPK-0124279	CCCOC1(CNC1)C(NC(=O)C1=CC=C(C=C1)S(F)(F)(F)(F)F)C(=O)NO	LpxC inhibitors	SPK-0124279-001	1	C000050513	6.59	0.26	4.7	20.7	3.9	117	3.9	117																																										13.9									
SPK-0124278	CO[C@]1(CN[C@H]1C)C(NC(=O)C1=CC=C(C=C1)S(F)(F)(F)(F)F)C(=O)NO	LpxC inhibitors	SPK-0124278-001	1	C000050509	7.43	0.0375	5.4	4.07	3.9	140	3.9	140																															45.9	38.6										2.81									
SPK-0124277	CO[C@]1(CN[C@H]1C)[C@@H](NC(=O)C1=CC=C(C=C1)S(F)(F)(F)(F)F)C(=O)NO	LpxC inhibitors	SPK-0124277-001	1	C000050507	4.82	15	3.9	140	3.9	140	3.9	140																																										64									
SPK-0124276	COC1(CNC1)[C@H](NC(=O)C1=CC=C(C=C1)S(F)(F)(F)(F)F)C(=O)NO	LpxC inhibitors	SPK-0124276-001	1	C000050498	7.17	0.068	5.6	2.26	3.8	145	3.8	145															6.2	0.566															51.2	46.1						0.5	4	0.25	8	1.3	6.7	6.6	33	52	1.5	0.95	3	15	3.3
